URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
37,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,69,35,0.32692307377958585,0.09515096057168256,1093.0,0.40439158279963405,437.3617566331199,27.45,483,1093,3806,1,7.3339432753888385
38,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,63,38,0.24752475002450744,0.14407988567178334,701.0,0.30813124108416545,280.5232524964337,21.833333333333332,249,701,2713,4,6.831669044222539
39,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,68,37,0.2952380924263039,0.10869565206139166,966.0,0.42650103519668736,386.5706004140787,23.640449438202246,446,966,3571,2,7.4399585921325055
40,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,66,28,0.4042553148483477,0.12066752230979778,779.0,0.32349165596919127,311.72939666238767,20.510416666666668,291,779,3045,16,6.780487804878049
41,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,60,24,0.4285714234693878,0.09666283072881147,869.0,0.35097813578826237,347.74039125431534,26.28395061728395,343,869,3315,11,7.112773302646721
42,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,47,24,0.3239436574092443,0.10923076906272189,650.0,0.3323076923076923,260.1329230769231,26.933333333333334,244,650,2447,14,7.026153846153846
43,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,29,13,0.3809523718820864,0.09438202225981568,445.0,0.31685393258426964,178.1267415730337,21.122448979591837,163,445,1634,6,6.964044943820225
44,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,3,1,0.49999987500003124,0.03418803389582877,117.0,0.3504273504273504,46.940170940170944,36.333333333333336,44,117,372,1,6.888888888888889
45,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,41,14,0.4909090819834713,0.1291079809175869,426.0,0.3215962441314554,170.5286384976526,24.875,150,426,1513,3,6.748826291079812
46,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,70,42,0.24999999776785717,0.10496719765232689,1067.0,0.37488284910965325,426.94995313964387,30.705882352941178,457,1067,4118,7,6.85941893158388
47,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,48,64,-0.14285714158163268,0.11188811177633555,1001.0,0.35764235764235763,400.54305694305697,25.829787234042552,409,1001,3640,2,6.919080919080919
48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,38,23,0.24590163531308795,0.08726752491091913,699.0,0.4363376251788269,279.7745350500715,24.048387096774192,327,699,2575,8,7.437768240343348
49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,34,30,0.062499999023437516,0.09208633080275348,695.0,0.3496402877697842,278.13985611510793,18.88235294117647,274,695,2448,4,6.81294964028777
50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,63,25,0.4318181769111571,0.11812080521057611,745.0,0.3718120805369127,298.1487248322148,30.646153846153847,306,745,3128,12,7.1234899328859065
51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,69,23,0.4999999945652175,0.1112454654035726,827.0,0.36275695284159615,330.94510278113665,23.023529411764706,341,827,3076,11,6.996372430471584
52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,29,1,0.9333333022222232,0.08108108086194303,370.0,0.43783783783783786,148.17513513513515,29.346153846153847,178,370,1335,1,7.2594594594594595
53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,82,40,0.34426229226014515,0.14716525917109136,829.0,0.36791314837153194,331.7471652593486,160.46153846153845,346,829,3352,14,6.9034981905910735
54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,23,1,0.9166666284722238,0.05150214581222715,466.0,0.3948497854077253,186.5579399141631,20.94,209,466,1687,1,7.030042918454936
55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,17,7,0.41666664930555625,0.05172413781956005,464.0,0.41379310344827586,185.7655172413793,22.4,213,464,1697,2,7.5280172413793105
56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,3,4,-0.1428571224489825,0.03804347805411153,184.0,0.3695652173913043,73.74782608695652,36.09090909090909,81,184,671,3,7.032608695652174
57,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,3,1,0.49999987500003124,0.03418803389582877,117.0,0.3504273504273504,46.940170940170944,36.333333333333336,44,117,372,1,6.888888888888889
58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,27,69,-0.4374999954427084,0.12698412681615856,756.0,0.3478835978835979,302.5391534391535,28.7,293,756,2777,3,7.03042328042328
59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,20,15,0.14285713877551032,0.07954545436466942,440.0,0.35909090909090907,176.14363636363638,30.242424242424242,177,440,1590,3,6.902272727272727
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,60,38,0.22448979362765517,0.10986547072885038,892.0,0.34641255605381166,356.9385650224215,20.412280701754387,358,892,3558,9,6.978699551569507
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,43,4,0.8297872163875061,0.11298076895918084,416.0,0.375,166.55,19.541666666666668,175,416,1503,4,7.153846153846154
62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,7,2,0.5555554938271674,0.03050847447285263,295.0,0.3050847457627119,118.12203389830509,29.095238095238095,102,295,979,1,6.664406779661017
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,26,9,0.4857142718367351,0.07201646075716778,486.0,0.3271604938271605,194.53086419753086,28.41025641025641,181,486,1697,2,6.541152263374485
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,16,9,0.27999998880000043,0.07082152954441494,353.0,0.3937677053824363,141.35750708215298,30.666666666666668,152,353,1231,2,6.937677053824363
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,18,9,0.3333333209876548,0.10188679206835173,265.0,0.35094339622641507,106.14037735849057,19.71875,101,265,1028,1,7.381132075471698
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,8,1,0.7777776913580343,0.045918367112661396,196.0,0.413265306122449,78.56530612244899,24.933333333333334,85,196,653,2,7.183673469387755
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,25,37,-0.19354838397502608,0.140909090588843,440.0,0.2863636363636364,176.11454545454546,19.066666666666666,145,440,1656,16,6.675
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,12,3,0.5999999600000027,0.07936507894515832,189.0,0.291005291005291,75.71640211640212,28.571428571428573,62,189,649,2,6.772486772486772
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,36,12,0.4999999895833336,0.10666666642962963,450.0,0.41555555555555557,180.16622222222225,26.61111111111111,208,450,1657,1,7.453333333333333
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,4,8,-0.3333333055555579,0.07100591673960996,169.0,0.30177514792899407,67.7207100591716,40.44444444444444,57,169,579,4,6.769230769230769
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,12,26,-0.36842104293628836,0.15261044115417494,249.0,0.3333333333333333,99.73333333333335,23.423076923076923,92,249,957,6,6.859437751004016
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,28,50,-0.28205127843524,0.08219178073530897,949.0,0.3793466807165437,379.75173867228665,27.794871794871796,405,949,3450,11,7.476290832455216
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,46,23,0.33333332850241554,0.08343409905267944,827.0,0.3059250302297461,330.92237001209196,28.753424657534246,284,827,3190,18,6.7932285368802905
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,37,26,0.17460317183169569,0.0831134563547316,758.0,0.3007915567282322,303.3203166226913,21.697674418604652,264,758,2743,14,6.6846965699208445
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,27,8,0.5428571273469392,0.08313539172651926,421.0,0.3752969121140142,168.55011876484562,17.71212121212121,172,421,1700,2,6.992874109263658
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,44,9,0.6603773460306162,0.08534621564356487,621.0,0.3107890499194847,248.52431561996778,26.217391304347824,224,621,2543,4,6.919484702093397
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,33,7,0.6499999837500005,0.14035087670052324,285.0,0.4,114.16,36.15,128,285,1123,8,7.010526315789473
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,42,17,0.4237288063774779,0.06750572074656096,874.0,0.38100686498855835,349.7524027459954,26.905405405405407,370,874,3211,7,7.037757437070939
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,26,72,-0.4693877503123699,0.19878296105723536,493.0,0.3144016227180527,197.32576064908721,16.679012345679013,183,493,1962,9,6.811359026369169
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,59,23,0.43902438488994655,0.14285714260826282,574.0,0.22996515679442509,229.69198606271777,18.234567901234566,154,574,2055,4,6.468641114982578
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,25,35,-0.16666666388888896,0.09983361048280598,601.0,0.2545757071547421,240.50183028286187,27.604166666666668,169,601,1988,1,6.444259567387687
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,26,24,0.03999999920000002,0.08051529777694799,621.0,0.3671497584541063,248.5468599033817,22.16923076923077,252,621,2313,9,7.270531400966184
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,25,76,-0.5049504900499951,0.20039682499921266,504.0,0.32341269841269843,201.7293650793651,17.857142857142858,191,504,2013,10,6.85515873015873
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,23,11,0.35294116608996573,0.0827250606259731,411.0,0.36982968369829683,164.54793187347934,27.970588235294116,165,411,1458,6,6.749391727493918
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,11,7,0.2222222098765439,0.07346938745522699,245.0,0.3551020408163265,98.14204081632653,35.06666666666667,95,245,850,1,6.910204081632653
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,27,19,0.17391303969754263,0.09643605849803762,477.0,0.33962264150943394,190.9358490566038,35.13793103448276,185,477,1691,1,7.0419287211740045
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,23,32,-0.16363636066115708,0.08371385070972016,657.0,0.3028919330289193,262.9211567732116,25.83606557377049,243,657,2422,3,6.925418569254186
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,39,11,0.5599999888000002,0.02665245201137929,1876.0,0.226545842217484,750.4906183368871,20.949748743718594,458,1876,5707,1,6.574626865671642
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,39,50,-0.123595504229264,0.10067873291778424,884.0,0.3382352941176471,353.7352941176471,24.275862068965516,341,884,3373,8,7.052036199095022
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,31,63,-0.34042552829334544,0.10718358026546912,877.0,0.3865450399087799,350.95461801596355,28.921875,385,877,3133,1,7.230330672748004
91,https://insights.blackcoffer.com/human-rights-outlook/,6,2,0.4999999375000079,0.04819277079401946,166.0,0.3192771084337349,66.5277108433735,33.09090909090909,61,166,577,2,6.753012048192771
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,31,5,0.7222222021604945,0.07675906167002332,469.0,0.31769722814498935,187.727078891258,27.72093023255814,168,469,1742,3,6.782515991471215
93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,38,34,0.05555555478395063,0.0899999998875,800.0,0.3775,320.15100000000007,17.862903225806452,337,800,3409,6,7.21625
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,56,16,0.5555555478395063,0.08294930866019665,868.0,0.3456221198156682,347.33824884792625,22.210526315789473,336,868,3159,5,6.904377880184332
95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,33,34,-0.0149253729115616,0.11037891250349438,607.0,0.3261943986820428,242.9304777594728,27.098039215686274,222,607,2140,3,6.840197693574959
96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,18,45,-0.4285714217687076,0.06766917285964644,931.0,0.35123523093447906,372.5404940923738,32.246153846153845,371,931,3361,2,7.119226638023631
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,19,43,-0.38709676795005216,0.11376146768117162,545.0,0.3376146788990826,218.13504587155964,24.46153846153846,196,545,1987,4,7.080733944954129
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,38,48,-0.11627906841535968,0.138933763911254,619.0,0.34894991922455576,247.73957996768982,19.73076923076923,236,619,2388,33,6.983844911147012
99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,26,28,-0.037037036351165994,0.09278350499521734,582.0,0.38831615120274915,232.9553264604811,32.54761904761905,245,582,2238,7,7.084192439862543
100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,23,41,-0.2812499956054688,0.08827586194720571,725.0,0.33793103448275863,290.1351724137931,25.916666666666668,269,725,2435,4,7.052413793103448
101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,7,4,0.2727272479338866,0.06043956010747494,182.0,0.3131868131868132,72.92527472527472,29.285714285714285,65,182,634,2,6.714285714285714
102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,31,46,-0.19480519227525725,0.1241935481867846,620.0,0.3,248.12,22.28125,205,620,2169,12,6.77741935483871
103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,11,26,-0.4054053944485029,0.09135802446578266,405.0,0.3234567901234568,162.12938271604938,23.53846153846154,149,405,1410,3,6.844444444444444
104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,30,58,-0.3181818145661158,0.1343511448330517,655.0,0.38778625954198476,262.1551145038168,26.11111111111111,279,655,2362,2,7.203053435114504
105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,24,36,-0.19999999666666674,0.11560693619343558,519.0,0.27360308285163776,207.70944123314067,33.30952380952381,176,519,2080,6,6.7514450867052025
106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,3,1,0.49999987500003124,0.020100502411555265,199.0,0.32663316582914576,79.73065326633167,40.666666666666664,68,199,599,1,6.819095477386934
107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,16,4,0.5999999700000015,0.05747126420266878,348.0,0.33620689655172414,139.3344827586207,25.125,125,348,1255,3,6.663793103448276
108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,31,56,-0.2873563185361343,0.16477272696065773,528.0,0.32954545454545453,211.33181818181822,36.3235294117647,201,528,1977,4,7.119318181818182
109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,33,25,0.1379310321046374,0.16155988812935965,359.0,0.25348189415041783,143.70139275766016,28.37142857142857,107,359,1412,34,6.345403899721449
110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,9,39,-0.6249999869791669,0.07453416137494695,644.0,0.30434782608695654,257.7217391304348,26.901960784313726,214,644,2152,1,6.883540372670807
111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,17,34,-0.33333332679738575,0.08777969003824494,581.0,0.3270223752151463,232.53080895008608,24.071428571428573,207,581,2205,1,7.265060240963855
112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,28,53,-0.3086419714982473,0.13278688502821823,610.0,0.3262295081967213,244.13049180327872,23.75438596491228,226,610,2189,2,7.113114754098361
113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,20,22,-0.0476190464852608,0.09032258045091918,465.0,0.3333333333333333,186.13333333333333,27.82051282051282,178,465,1718,5,6.972043010752688
114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,50,49,0.010101009998979697,0.12073170716983939,820.0,0.3097560975609756,328.1239024390244,25.91891891891892,281,820,2954,3,6.770731707317073
115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,24,40,-0.24999999609375007,0.07565011811388875,846.0,0.35106382978723405,338.54042553191493,29.046875,318,846,2945,3,7.046099290780142
116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,27,26,0.01886792417230332,0.11699779223620796,453.0,0.23178807947019867,181.2927152317881,74.06666666666666,121,453,1618,34,6.0927152317880795
117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,42,67,-0.22935779606093765,0.11873638331292333,918.0,0.32679738562091504,367.33071895424837,30.514285714285716,354,918,3372,10,6.989106753812636
118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,36,54,-0.1999999977777778,0.1515151512600755,594.0,0.2676767676767677,237.70707070707073,19.390243902439025,191,594,2268,3,6.388888888888889
119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,11,15,-0.15384614792899431,0.09454545420165289,275.0,0.3527272727272727,110.14109090909092,28.7,108,275,947,1,7.301818181818182
120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,49,92,-0.30496453684422314,0.11128650346386226,1267.0,0.3228097868981847,506.9291239147593,28.07608695652174,433,1267,4079,1,6.905288082083662
121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,37,66,-0.28155339532472434,0.15124816424192633,681.0,0.2540381791483113,272.5016152716593,28.191176470588236,212,681,2769,16,6.500734214390602
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,34,68,-0.33333333006535953,0.11737629445641393,869.0,0.3084004602991945,347.72336018411966,23.866666666666667,307,869,3216,7,6.855005753739931
123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,44,85,-0.31782945490054687,0.1381156315437734,934.0,0.32012847965738755,373.72805139186295,27.974683544303797,335,934,3397,12,6.925053533190578
124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,23,42,-0.292307687810651,0.11711711690609529,555.0,0.34234234234234234,222.13693693693696,24.814814814814813,211,555,1999,8,6.922522522522523
125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,58,19,0.5064934999156688,0.08342361854450313,923.0,0.39978331527627303,369.35991332611053,33.161764705882355,408,923,3607,3,7.265438786565547
126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,19,25,-0.13636363326446288,0.09016393424146735,488.0,0.32991803278688525,195.33196721311478,31.054054054054053,180,488,1774,3,7.006147540983607
127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,38,85,-0.382113818031595,0.1668928084574046,737.0,0.33921302578018997,294.9356852103121,28.116666666666667,290,737,2703,6,7.024423337856174
128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,11,17,-0.21428570663265334,0.11814345941711621,237.0,0.3670886075949367,94.94683544303797,26.8,97,237,837,4,7.037974683544304
129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,8,8,0.0,0.04678362559419993,342.0,0.3333333333333333,136.93333333333334,28.153846153846153,131,342,1187,1,6.909356725146199
130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,27,64,-0.4065934021253472,0.08674928495066797,1049.0,0.28503336510962823,419.7140133460439,38.44444444444444,335,1049,3318,3,6.640610104861773
131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,87,33,0.44999999625000003,0.12725344631256263,943.0,0.3637327677624602,377.345493107105,28.243243243243242,386,943,3365,1,7.102863202545069
132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,27,22,0.10204081424406503,0.06920903945026972,708.0,0.3531073446327684,283.3412429378531,28.19047619047619,291,708,2761,4,6.937853107344632
133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,28,21,0.14285713994169102,0.10470085447713492,468.0,0.41452991452991456,187.365811965812,30.677419354838708,213,468,1695,1,7.482905982905983
134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,10,11,-0.04761904535147403,0.07553956807359867,278.0,0.34532374100719426,111.33812949640287,33.411764705882355,103,278,929,5,7.089928057553957
135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,9,8,0.05882352595155729,0.07112970681535688,239.0,0.26778242677824265,95.70711297071131,29.789473684210527,79,239,858,2,6.497907949790795
136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,3,15,-0.6666666296296316,0.06976744159004868,258.0,0.375968992248062,103.35038759689924,25.8,110,258,1006,4,7.054263565891473
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,7,8,-0.06666666222222252,0.07211538426867604,208.0,0.35096153846153844,83.34038461538462,39.0,81,208,723,2,6.855769230769231
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,8,11,-0.15789472853185638,0.08837209261222283,215.0,0.3627906976744186,86.14511627906978,25.789473684210527,89,215,802,7,7.013953488372093
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,10,3,0.5384614970414233,0.06701030893293655,194.0,0.38144329896907214,77.75257731958763,32.75,79,194,627,1,7.128865979381444
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,16,52,-0.5294117569204153,0.12592592569272976,540.0,0.3037037037037037,216.1214814814815,28.58139534883721,183,540,1908,1,6.877777777777778
141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,8,22,-0.4666666511111116,0.09740259708635521,308.0,0.3051948051948052,123.32207792207792,36.1,105,308,1090,3,6.8603896103896105
142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,40,72,-0.28571428316326536,0.1166666665451389,960.0,0.36354166666666665,384.14541666666673,27.873417721518987,380,960,3512,1,7.146875
143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,8,27,-0.5428571273469392,0.08838383816064688,396.0,0.3409090909090909,158.53636363636363,22.128205128205128,148,396,1421,2,6.957070707070707
144,https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,3,1,0.49999987500003124,0.03418803389582877,117.0,0.3504273504273504,46.940170940170944,36.333333333333336,44,117,372,1,6.888888888888889
145,https://insights.blackcoffer.com/blockchain-in-fintech/,14,12,0.07692307396449716,0.059360730458080525,438.0,0.3424657534246575,175.33698630136988,26.05263157894737,166,438,1592,3,7.358447488584475
146,https://insights.blackcoffer.com/blockchain-for-payments/,24,27,-0.05882352825836219,0.09677419336475485,527.0,0.34535104364326374,210.93814041745733,22.358490566037737,220,527,1943,3,7.28842504743833
147,https://insights.blackcoffer.com/the-future-of-investing/,37,13,0.47999999040000024,0.0770416023466231,649.0,0.36517719568567025,259.7460708782743,26.40740740740741,260,649,2323,3,7.070878274268105
148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,29,46,-0.2266666636444445,0.10980966308959053,683.0,0.3821376281112738,273.35285505124455,20.857142857142858,286,683,2365,3,6.976573938506589
149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,32,4,0.7777777561728402,0.09160305320202786,393.0,0.43256997455470736,157.3730279898219,27.366666666666667,182,393,1416,1,7.587786259541985
150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,36,41,-0.06493506409175241,0.12706270606095263,606.0,0.35973597359735976,242.54389438943895,19.085714285714285,235,606,2199,8,7.028052805280528
